,hour,x,y,z,flux,temp,refl,0
299,12.0,35.0,32.0,3.0,140.8299,327.5222,35.67,window
300,12.0,36.0,32.0,3.0,140.9361,327.5364,35.6857,window
302,12.0,34.0,32.0,4.0,145.3641,328.0925,37.0974,window
303,12.0,35.0,32.0,4.0,145.3631,328.0921,37.0935,window
304,12.0,36.0,32.0,4.0,145.4657,328.1062,37.1194,window
290,12.0,34.0,32.0,1.0,127.2889,325.5941,32.0576,window
291,12.0,35.0,32.0,1.0,127.2546,325.5894,31.9656,window
292,12.0,36.0,32.0,1.0,128.2088,325.7267,32.1118,window
294,12.0,34.0,32.0,2.0,135.7533,326.8029,34.1185,window
295,12.0,35.0,32.0,2.0,135.6375,326.7866,34.0784,window
296,12.0,36.0,32.0,2.0,135.9753,326.8346,34.1417,window
298,12.0,34.0,32.0,3.0,140.8708,327.527,35.6795,window
299,12.0,35.0,32.0,3.0,140.8349,327.522,35.6663,window
300,12.0,36.0,32.0,3.0,140.936,327.5363,35.6822,window
302,12.0,34.0,32.0,4.0,145.3732,328.0923,37.0943,window
303,12.0,35.0,32.0,4.0,145.3695,328.0918,37.0905,window
304,12.0,36.0,32.0,4.0,145.4696,328.1058,37.1165,window
290,12.0,34.0,32.0,1.0,127.2924,325.5948,32.0492,window
291,12.0,35.0,32.0,1.0,127.2569,325.5897,31.958,window
292,12.0,36.0,32.0,1.0,128.2114,325.7265,32.1052,window
294,12.0,34.0,32.0,2.0,135.7551,326.8033,34.1133,window
295,12.0,35.0,32.0,2.0,135.6391,326.7868,34.0734,window
296,12.0,36.0,32.0,2.0,135.9767,326.8348,34.1372,window
298,12.0,34.0,32.0,3.0,140.8721,327.5273,35.6757,window
299,12.0,35.0,32.0,3.0,140.8361,327.5222,35.6626,window
300,12.0,36.0,32.0,3.0,140.9371,327.5365,35.6787,window
302,12.0,34.0,32.0,4.0,145.3742,328.0925,37.0913,window
303,12.0,35.0,32.0,4.0,145.3705,328.092,37.0875,window
304,12.0,36.0,32.0,4.0,145.4705,328.106,37.1136,window
274,12.0,37.0,34.0,1.0,136.2036,326.4268,31.1643,window
275,12.0,37.0,35.0,1.0,136.4589,326.4646,31.1984,window
276,12.0,37.0,36.0,1.0,137.8898,326.6787,31.6262,window
278,12.0,37.0,34.0,2.0,143.8751,327.5445,33.6751,window
279,12.0,37.0,35.0,2.0,144.0756,327.5747,33.7206,window
280,12.0,37.0,36.0,2.0,144.9063,327.6992,33.9727,window
282,12.0,37.0,34.0,3.0,149.3905,328.3326,35.5514,window
283,12.0,37.0,35.0,3.0,149.4877,328.3472,35.5729,window
284,12.0,37.0,36.0,3.0,149.79,328.3925,35.6606,window
286,12.0,37.0,34.0,4.0,154.1238,328.9297,37.1097,window
287,12.0,37.0,35.0,4.0,154.1664,328.936,37.1174,window
288,12.0,37.0,36.0,4.0,154.3466,328.9622,37.1698,window
274,12.0,37.0,34.0,1.0,130.6169,326.0326,31.1568,window
275,12.0,37.0,35.0,1.0,130.9782,326.0857,31.1915,window
276,12.0,37.0,36.0,1.0,133.1923,326.4124,31.6201,window
278,12.0,37.0,34.0,2.0,140.6859,327.498,33.6702,window
279,12.0,37.0,35.0,2.0,141.0156,327.5464,33.716,window
280,12.0,37.0,36.0,2.0,142.35,327.7422,33.9685,window
282,12.0,37.0,34.0,3.0,147.3073,328.4462,35.5478,window
283,12.0,37.0,35.0,3.0,147.4672,328.4696,35.5693,window
284,12.0,37.0,36.0,3.0,147.9659,328.5425,35.6572,window
286,12.0,37.0,34.0,4.0,152.5117,329.1104,37.1066,window
287,12.0,37.0,35.0,4.0,152.5816,329.1205,37.1144,window
288,12.0,37.0,36.0,4.0,152.8377,329.1574,37.1669,window
274,12.0,37.0,34.0,1.0,130.2956,326.024,31.1493,window
275,12.0,37.0,35.0,1.0,130.6529,326.0749,31.1846,window
276,12.0,37.0,36.0,1.0,132.9466,326.4024,31.614,window
278,12.0,37.0,34.0,2.0,140.602,327.4899,33.6654,window
279,12.0,37.0,35.0,2.0,140.9364,327.5371,33.7113,window
280,12.0,37.0,36.0,2.0,142.3143,327.7318,33.9642,window
282,12.0,37.0,34.0,3.0,147.3296,328.4368,35.5441,window
283,12.0,37.0,35.0,3.0,147.4924,328.4597,35.5657,window
284,12.0,37.0,36.0,3.0,148.0081,328.5321,35.6538,window
286,12.0,37.0,34.0,4.0,152.581,329.1006,37.1036,window
287,12.0,37.0,35.0,4.0,152.6524,329.1105,37.1114,window
288,12.0,37.0,36.0,4.0,152.9152,329.1472,37.164,window
274,12.0,37.0,34.0,1.0,130.2864,326.0235,31.1418,window
275,12.0,37.0,35.0,1.0,130.6428,326.0744,31.1777,window
276,12.0,37.0,36.0,1.0,132.9394,326.4024,31.6079,window
278,12.0,37.0,34.0,2.0,140.5984,327.4903,33.6605,window
279,12.0,37.0,35.0,2.0,140.9323,327.5375,33.7066,window
280,12.0,37.0,36.0,2.0,142.3103,327.7323,33.9599,window
282,12.0,37.0,34.0,3.0,147.3267,328.4374,35.5404,window
283,12.0,37.0,35.0,3.0,147.4893,328.4603,35.5621,window
284,12.0,37.0,36.0,3.0,148.0049,328.5327,35.6504,window
286,12.0,37.0,34.0,4.0,152.5783,329.1013,37.1006,window
287,12.0,37.0,35.0,4.0,152.6495,329.1112,37.1084,window
288,12.0,37.0,36.0,4.0,152.9123,329.1479,37.1611,window
306,12.0,32.0,34.0,1.0,147.3677,329.7663,76.2593,window
307,12.0,32.0,35.0,1.0,147.6432,329.8035,76.25,window
308,12.0,32.0,36.0,1.0,149.4625,330.048,76.3814,window
310,12.0,32.0,34.0,2.0,155.9486,330.9443,77.8461,window
311,12.0,32.0,35.0,2.0,156.2101,330.9787,77.8412,window
312,12.0,32.0,36.0,2.0,157.3102,331.1247,77.9033,window
314,12.0,32.0,34.0,3.0,161.9543,331.7743,79.2939,window
315,12.0,32.0,35.0,3.0,162.0911,331.7923,79.291,window
316,12.0,32.0,36.0,3.0,162.5252,331.8496,79.3058,window
318,12.0,32.0,34.0,4.0,166.8864,332.4091,80.6728,window
319,12.0,32.0,35.0,4.0,166.9492,332.4173,80.6698,window
320,12.0,32.0,36.0,4.0,167.1924,332.4501,80.6949,window
306,12.0,32.0,34.0,1.0,153.5395,330.1224,76.2509,window
307,12.0,32.0,35.0,1.0,153.711,330.1454,76.2423,window
308,12.0,32.0,36.0,1.0,154.7545,330.2825,76.3746,window
310,12.0,32.0,34.0,2.0,159.729,330.9674,77.841,window
311,12.0,32.0,35.0,2.0,159.8626,330.9844,77.8364,window
312,12.0,32.0,36.0,2.0,160.4637,331.0621,77.8988,window
314,12.0,32.0,34.0,3.0,164.6258,331.6427,79.2902,window
315,12.0,32.0,35.0,3.0,164.7001,331.6523,79.2874,window
316,12.0,32.0,36.0,3.0,164.9395,331.6831,79.3024,window
318,12.0,32.0,34.0,4.0,169.0816,332.2118,80.6698,window
319,12.0,32.0,35.0,4.0,169.1166,332.2163,80.6669,window
320,12.0,32.0,36.0,4.0,169.2844,332.2387,80.692,window
306,12.0,32.0,34.0,1.0,153.8975,330.1353,76.2424,window
307,12.0,32.0,35.0,1.0,154.0715,330.1604,76.2346,window
308,12.0,32.0,36.0,1.0,155.0235,330.2962,76.3679,window
310,12.0,32.0,34.0,2.0,159.8159,330.9784,77.8359,window
311,12.0,32.0,35.0,2.0,159.9436,330.9966,77.8315,window
312,12.0,32.0,36.0,2.0,160.4961,331.0752,77.8944,window
314,12.0,32.0,34.0,3.0,164.5942,331.6545,79.2866,window
315,12.0,32.0,35.0,3.0,164.6651,331.6646,79.2838,window
316,12.0,32.0,36.0,3.0,164.8858,331.6959,79.2989,window
318,12.0,32.0,34.0,4.0,168.9978,332.2239,80.6669,window
319,12.0,32.0,35.0,4.0,169.0314,332.2286,80.664,window
320,12.0,32.0,36.0,4.0,169.1918,332.2512,80.6892,window
306,12.0,32.0,34.0,1.0,153.9135,330.1363,76.2339,window
307,12.0,32.0,35.0,1.0,154.0879,330.1612,76.2268,window
308,12.0,32.0,36.0,1.0,155.0364,330.2966,76.3611,window
310,12.0,32.0,34.0,2.0,159.8244,330.9783,77.8308,window
311,12.0,32.0,35.0,2.0,159.9525,330.9965,77.8266,window
312,12.0,32.0,36.0,2.0,160.5047,331.0749,77.89,window
314,12.0,32.0,34.0,3.0,164.6012,331.6542,79.2829,window
315,12.0,32.0,35.0,3.0,164.6724,331.6642,79.2802,window
316,12.0,32.0,36.0,3.0,164.8931,331.6954,79.2955,window
318,12.0,32.0,34.0,4.0,169.0044,332.2234,80.6639,window
319,12.0,32.0,35.0,4.0,169.038,332.2281,80.6611,window
320,12.0,32.0,36.0,4.0,169.1984,332.2507,80.6864,window
